ID,Length,EffectiveLength,TPM,NumReads,Weight
"ENST00000296785","2063","1863.991","7.820526","473.681760","9996"
"ENST00000513824","577","378.005","6.607460","81.159389","9993"
"ENST00000510316","5381","5181.991","7.592867","1278.525464","9981"
"ENST00000509127","584","385.005","4.053877","50.715838","9988"
"ENST00000537006","2024","1824.991","1.490657","88.398578","9995"
"ENST00000261416","1901","1701.991","29.283070","1619.499326","9991"
"ENST00000296802","1393","1193.991","98.738858","3830.857663","9989"
"ENST00000506364","6207","6007.991","0.000000","0.000000","-2"
"ENST00000511206","3395","3195.991","3.942289","409.412397","9982"
"ENST00000241436","5911","5711.991","5.278869","979.795258","9965"
"ENST00000352007","3918","3718.991","0.007202","0.870310","-31"
"ENST00000510798","1524","1324.991","1.386798","59.708070","-38"
"ENST00000312916","4509","4309.991","11.495889","1610.000000","9998"
"ENST00000511587","542","343.005","1.251853","13.952795","9998"
"ENST00000306422","3668","3468.991","6.138977","692.000000","10000"
"ENST00000380377","683","484.001","31.716015","498.805879","9947"
"ENST00000518338","551","352.005","198.287603","2268.045197","9970"
"ENST00000519295","3986","3786.991","18.916140","2327.736145","9995"
"ENST00000255194","5838","5638.991","13.949484","2556.033259","9995"
"ENST00000421004","1479","1279.991","7.958188","331.000000","9998"
"ENST00000538629","6245","6045.991","2.534865","498.000000","10000"
"ENST00000380345","5043","4843.991","4.092480","644.164596","9998"
"ENST00000565165","1772","1572.991","0.000000","0.000000","-9"
"ENST00000396137","9042","8842.991","0.950072","273.000000","10000"
"ENST00000453514","3523","3323.991","7.376333","796.722902","9965"
"ENST00000604882","1037","837.991","2313.136046","62986.480511","9993"
"ENST00000511032","1474","1274.991","35.664441","1477.574566","9990"
"ENST00000265081","4092","3892.991","6.782611","858.000000","9998"
"ENST00000254037","4606","4406.991","2.116569","303.096974","9989"
"ENST00000380199","1372","1172.991","21.353601","813.903026","9993"
"ENST00000320672","8780","8580.991","8.850466","2467.803263","9890"
"ENST00000458350","1795","1595.991","5.900364","305.996274","9986"
"ENST00000512493","443","244.009","1258.309910","9977.020287","-32"
"ENST00000510019","1019","819.991","3856.630814","102759.967957","9968"
"ENST00000507980","836","636.998","1212.663543","25100.681226","9964"
"ENST00000439350","758","558.999","5.449132","98.979546","-2"
"ENST00000502346","4630","4430.991","11.952894","1721.000000","10000"
"ENST00000247655","666","467.001","822.513152","12481.516746","9993"
"ENST00000274376","3752","3552.991","1.959750","226.256846","9996"
"ENST00000504878","1497","1297.991","25.535076","1077.000000","9995"
"ENST00000522842","664","465.001","19.258941","291.000000","9989"
"ENST00000316610","4280","4080.991","1.082796","143.588307","9995"
"ENST00000315948","4259","4059.991","1.951402","257.441646","9993"
"ENST00000395965","4312","4112.991","5.095448","681.000000","9984"
"ENST00000380009","3354","3154.991","6.311015","647.000000","9998"
"ENST00000380007","2065","1865.991","0.692680","42.000000","10000"
"ENST00000311364","2722","2522.991","2.768874","227.000000","9983"
"ENST00000503737","653","454.002","0.000000","0.000000","-2"
"ENST00000237858","1211","1011.991","38.060856","1251.589882","9981"
"ENST00000512469","473","274.007","99.314249","884.261148","9993"
"ENST00000421689","913","713.998","44.948141","1042.835487","-331"
"ENST00000443439","4805","4605.991","22.589943","3381.000000","9971"
"ENST00000437043","5705","5505.991","8.699043","1556.373925","9979"
"ENST00000231368","12752","12552.991","6.973149","2844.350616","9998"
"ENST00000312637","1356","1156.991","5.904949","222.000000","10000"
"ENST00000231461","6303","6103.991","2.611547","517.986796","9998"
"ENST00000451528","1794","1594.991","5.325553","276.013204","9998"
"ENST00000346918","3302","3102.991","21.878526","2206.000000","9803"
"ENST00000321521","15407","15207.991","4.996062","2468.917674","9947"
"ENST00000515669","1573","1373.991","1.971024","88.000000","9997"
"ENST00000606054","436","237.009","6.622127","51.000000","10000"
"ENST00000361189","4889","4689.991","22.432036","3418.594974","9998"
"ENST00000282356","12240","12040.991","26.336644","10304.564374","9995"
"ENST00000502322","1467","1267.991","38.153071","1572.000000","9979"
"ENST00000419114","704","505.000","29.251135","480.000000","9774"
"ENST00000427306","1367","1167.991","40.979537","1555.297249","9991"
"ENST00000508376","10619","10419.991","2.914159","986.705475","9969"
"ENST00000282999","937","737.998","53.647207","1286.498758","9995"
"ENST00000261482","683","484.001","33.890210","533.000000","9987"
"ENST00000282369","4050","3850.991","0.000000","0.000000","0"
"ENST00000507241","2231","2031.991","2.922999","193.000000","10000"
"ENST00000419445","2727","2527.991","10.250136","842.000000","9998"
"ENST00000274457","5813","5613.991","4.840409","883.000000","10000"
"ENST00000408996","3509","3309.991","0.542087","58.304613","-23"
"ENST00000456936","3757","3557.991","8.128590","939.781728","9986"
"ENST00000316788","1730","1530.991","36.503652","1816.000000","9995"
"ENST00000513137","3640","3440.991","2.209055","247.000000","9981"
"ENST00000510708","2307","2107.991","1.474503","101.000000","9993"
"ENST00000503802","1835","1635.991","0.000000","0.000000","-3"
"ENST00000311085","11072","10872.991","1.491135","526.833109","9995"
"ENST00000539542","9319","9119.991","4.512157","1337.166891","9995"
"ENST00000503646","2502","2302.991","7.449121","557.447773","9967"
"ENST00000415806","1990","1790.991","41.464536","2413.109994","9965"
"ENST00000513628","2225","2025.991","25.966701","1709.468891","9979"
"ENST00000509154","2807","2607.991","0.000000","0.000000","-10"
"ENST00000503116","3123","2923.991","0.024858","2.361868","-14"
"ENST00000514949","2119","1919.991","31.621706","1972.837900","9995"
"ENST00000510582","578","379.005","0.000000","0.000000","-13"
"ENST00000361991","2424","2224.991","1.535737","111.032960","-80"
"ENST00000306315","5958","5758.991","0.774845","144.999983","9988"
"ENST00000542322","2977","2777.991","4.188965","378.132957","9941"
"ENST00000543198","1402","1202.991","17.691766","691.576828","9973"
"ENST00000553117","1935","1735.991","7.201299","406.223657","9988"
"ENST00000510111","719","520.000","8.243569","139.291848","9993"
"ENST00000297540","4288","4088.991","12.094635","1607.000000","10000"
"ENST00000395354","1572","1372.991","82.350186","3674.000000","9998"
"ENST00000515241","719","520.000","2.648723","44.755555","9998"
"ENST00000308660","4196","3996.991","3.020068","392.244445","9998"
"ENST00000296666","4699","4499.991","9.615386","1406.000000","9993"
"ENST00000514573","609","410.003","36.318644","483.864951","9991"
"ENST00000262461","6885","6685.991","4.059706","881.997375","9998"
"ENST00000508053","11132","10932.991","0.000000","0.000000","-3"
"ENST00000514194","581","382.005","14.322173","177.780717","9998"
"ENST00000173527","1940","1740.991","4.122503","233.219283","9998"
"ENST00000513012","583","384.005","82.140648","1024.947671","9991"
"ENST00000304043","1081","881.991","141.594593","4058.052329","9991"
"ENST00000379380","6351","6151.991","5.337548","1067.000000","9996"
"ENST00000395246","3485","3285.991","60.657134","6476.721131","9986"
"ENST00000307968","6388","6188.991","2.913874","586.000000","9983"
"ENST00000296871","783","583.998","0.210786","4.000000","10000"
"ENST00000417528","1023","823.991","23.530287","630.023147","9862"
"ENST00000418373","538","339.005","25.508961","281.000000","9997"
"ENST00000378953","942","742.998","14.206903","343.000000","9994"
"ENST00000245414","3579","3379.991","51.361017","5641.000000","9984"
"ENST00000378746","6325","6125.991","6.958481","1385.153082","9982"
"ENST00000378731","2355","2155.991","14.202645","995.000000","9998"
"ENST00000378706","4168","3968.991","26.184483","3377.000000","9891"
"ENST00000378693","3456","3256.991","0.179527","19.000000","10000"
"ENST00000378679","4019","3819.991","2.678965","332.534182","9986"
"ENST00000440118","1080","880.991","0.730209","20.903819","9993"
"ENST00000378670","839","639.998","166.799938","3468.818832","9995"
"ENST00000378667","429","230.010","49.225144","367.908532","9995"
"ENST00000378665","586","387.005","43.519156","547.272636","9997"
"ENST00000378595","3348","3148.991","0.315664","32.300036","9992"
"ENST00000355372","2160","1960.991","11.613378","740.015957","9968"
"ENST00000304858","4825","4625.991","71.129084","10692.000000","10000"
"ENST00000510685","716","517.000","0.000000","0.000000","0"
"ENST00000231512","2350","2150.991","22.548139","1576.000000","10000"
"ENST00000425992","704","505.000","164.495288","2699.305107","9996"
"ENST00000395047","1873","1673.991","111.199796","6048.727317","9989"
"ENST00000265333","1953","1753.991","106.254976","6055.967575","9989"
"ENST00000606089","416","217.010","1.276309","9.000000","10000"
"ENST00000378564","1306","1106.991","5.534444","199.078749","-187"
"ENST00000321603","1294","1094.991","36.576509","1301.426527","9815"
"ENST00000395029","3330","3130.991","30.205491","3073.085621","-227"
"ENST00000522855","802","602.998","457.158758","8957.570183","9908"
"ENST00000481195","4649","4449.991","22.996132","3325.223728","9980"
"ENST00000265339","2515","2315.991","17.021527","1280.979870","9993"
"ENST00000458198","1223","1023.991","16.637723","553.600993","9998"
"ENST00000395009","800","600.998","19.478658","380.399007","9998"
"ENST00000282605","2748","2548.991","12.804342","1060.553322","9980"
"ENST00000402835","2797","2597.991","5.114633","431.776565","9978"
"ENST00000395003","6463","6263.991","0.347198","70.670113","9977"
"ENST00000502286","548","349.005","11.878192","134.706728","9994"
"ENST00000507419","2287","2087.991","16.098191","1092.226272","9968"
"ENST00000297156","2218","2018.991","16.783365","1101.083700","9998"
"ENST00000452510","5689","5489.991","23.492721","4190.944578","9998"
"ENST00000354283","3821","3621.991","3.288659","387.055422","9998"
"ENST00000394976","5065","4865.991","1.698990","268.638946","9974"
"ENST00000358387","3548","3348.991","14.040896","1527.973278","9986"
"ENST00000509954","518","319.007","10.885426","112.837162","9997"
"ENST00000254908","1223","1023.991","4.221400","140.462194","9998"
"ENST00000510038","1314","1104.991","156.860026","5632.197508","9975"
"ENST00000314940","2965","2765.991","75.957770","6827.000000","10000"
"ENST00000239926","2337","2137.991","0.000000","0.000000","-5"
"ENST00000418329","2912","2712.991","7.669089","676.081481","-99"
"ENST00000394894","3201","3001.991","11.376753","1109.774231","9986"
"ENST00000505120","455","256.008","22.719627","189.000000","9995"
"ENST00000274721","2039","1839.991","0.000000","0.000000","0"
"ENST00000513970","1968","1768.991","4.963532","285.314160","9921"
"ENST00000434981","1686","1486.991","10.948143","529.000000","9992"
"ENST00000314358","6813","6613.991","11.865219","2550.036026","9995"
"ENST00000378339","2170","1970.991","5.027642","322.000000","9989"
"ENST00000239938","3138","2938.991","18.617723","1778.000000","10000"
"ENST00000503014","1736","1536.991","61.269341","3060.000000","9988"
"ENST00000507886","551","352.005","108.648133","1242.734659","9997"
"ENST00000504810","584","385.005","15.145711","189.479720","9995"
"ENST00000297185","3321","3121.991","50.763384","5149.785621","9995"
"ENST00000518785","1958","1758.991","0.000000","0.000000","-3"
"ENST00000517656","554","355.005","64.095086","739.377981","9875"
"ENST00000540387","2684","2484.991","3.588774","289.786343","-119"
"ENST00000394817","1923","1723.991","31.788192","1780.769577","9944"
"ENST00000508689","561","362.005","141.777941","1667.748407","9914"
"ENST00000394795","2294","2094.991","75.721000","5154.724025","9978"
"ENST00000457570","269","70.223","156.438001","356.967975","9995"
"ENST00000434752","3251","3051.991","4.003136","397.000000","10000"
"ENST00000302091","909","709.998","8.922597","205.852175","9969"
"ENST00000514983","451","252.009","4.007934","32.820348","9983"
"ENST00000515581","1046","846.991","11.154568","307.000000","9990"
"ENST00000510817","901","701.998","5.268013","120.168262","9998"
"ENST00000330794","1771","1571.991","13.955008","712.831738","9998"
"ENST00000505548","1113","913.991","120.859139","3589.452761","9981"
"ENST00000511048","1892","1692.991","59.713678","3285.000000","9886"
"ENST00000289422","2923","2723.991","8.979837","794.842464","9946"
"ENST00000331327","2614","2414.991","6.295127","494.000000","10000"
"ENST00000261811","1334","1134.991","77.682886","2865.000000","10000"
"ENST00000510217","1091","891.991","38.533531","1116.878930","9998"
"ENST00000246149","2062","1862.991","35.607755","2155.570606","9961"
"ENST00000532219","8246","8046.991","9.808973","2564.862006","-153"
"ENST00000437495","2243","2043.991","2.075154","137.827603","9944"
"ENST00000310331","691","492.001","7.735649","123.671453","9994"
"ENST00000602657","461","262.007","31.540192","268.524914","9981"
"ENST00000336283","2165","1965.991","3.490731","223.000000","10000"
"ENST00000412920","1455","1255.991","3.136293","128.000000","-26"
"ENST00000323146","3041","2841.991","24.174392","2232.467704","9996"
"ENST00000514199","3617","3417.991","26.808877","2977.532296","9998"
"ENST00000252100","1834","1634.991","7.888903","419.120499","9988"
"ENST00000512088","627","428.002","173.214214","2409.000000","9998"
"ENST00000513256","569","370.005","33.993784","408.708795","9991"
"ENST00000507593","489","290.007","50.366443","474.632052","9988"
"ENST00000417647","1962","1762.991","16.402625","939.659152","9979"
"ENST00000358337","4080","3880.991","9.067047","1143.445468","9998"
"ENST00000542735","1605","1405.991","0.756337","34.554532","9998"
"ENST00000457527","1896","1696.991","20.177624","1112.644579","9883"
"ENST00000448240","1810","1610.991","41.898183","2193.285637","9927"
"ENST00000509299","649","450.002","14.498203","212.000000","9980"
"ENST00000274712","1634","1434.991","88.764511","4139.000000","9998"
"ENST00000313368","2274","2074.991","58.523993","3946.000000","10000"
"ENST00000394576","4605","4405.991","0.000000","0.000000","-81"
"ENST00000517434","4605","4405.991","0.285208","40.833132","9919"
"ENST00000398604","4605","4405.991","0.000000","0.000000","-81"
"ENST00000252085","4747","4547.991","0.371775","54.942358","9919"
"ENST00000308177","4711","4511.991","0.879061","128.882576","9919"
"ENST00000252087","4641","4441.991","0.000000","0.000000","-81"
"ENST00000398562","5717","5517.991","12.304916","2206.310300","9926"
"ENST00000389057","5762","5562.991","12.357611","2233.828499","-85"
"ENST00000305264","1959","1759.991","4.183391","239.246616","9998"
"ENST00000523088","699","500.000","47.377751","769.753384","9998"
"ENST00000521367","1780","1580.991","0.000000","0.000000","-19"
"ENST00000518856","1419","1219.991","0.854546","33.876546","-21"
"ENST00000435817","4320","4120.991","1.647062","220.555775","9956"
"ENST00000522783","2477","2277.991","2.231631","165.189093","9976"
"ENST00000194118","2203","2003.991","21.306207","1387.422759","9990"
"ENST00000394519","3067","2867.991","14.561130","1356.999856","-166"
"ENST00000508177","2980","2780.991","10.602240","958.085238","9883"
"ENST00000434127","2379","2179.991","1.439921","102.000000","9998"
"ENST00000425417","785","585.998","11.429806","217.641802","9985"
"ENST00000378004","9200","9000.991","4.316791","1262.578379","9972"
"ENST00000443674","2870","2670.991","14.238418","1235.779819","9977"
"ENST00000394464","6795","6595.991","41.151111","8819.999992","9886"
"ENST00000334744","2140","1940.991","0.000000","0.000000","-7"
"ENST00000506502","3311","3111.991","4.082397","412.819789","9998"
"ENST00000296702","4654","4454.991","14.355325","2078.101746","9998"
"ENST00000397936","5393","5193.991","0.000000","0.000000","-4"
"ENST00000514349","2793","2593.991","1.769003","149.109072","9998"
"ENST00000606299","1075","875.991","17.364354","494.270963","9978"
"ENST00000515748","620","421.003","47.367703","648.000000","9993"
"ENST00000394320","4803","4603.991","3.763284","563.000000","9977"
"ENST00000503427","5275","5075.991","7.208497","1188.974414","9988"
"ENST00000286301","3989","3789.991","0.662035","81.531594","9995"
"ENST00000261799","5717","5517.991","0.759325","136.149325","9993"
"ENST00000513346","4646","4446.991","22.380347","3234.000000","-73"
"ENST00000353334","1449","1249.991","2357.374701","95750.791610","9968"
"ENST00000518797","1727","1527.991","1347.067411","66883.195694","9977"
"ENST00000009530","981","781.998","2493.600878","63363.565640","9977"
"ENST00000401695","1599","1399.991","3044.550410","138501.760600","9984"
"ENST00000522491","777","577.998","6.766044","127.077449","9987"
"ENST00000519157","576","377.005","3.387149","41.494269","9993"
"ENST00000261797","8030","7830.991","0.437897","111.428282","9984"
"ENST00000307662","5374","5174.991","41.223228","6932.000000","9994"
"ENST00000521464","731","531.999","20.651427","357.000000","9995"
"ENST00000518015","579","380.005","0.000000","0.000000","-18"
"ENST00000446090","1737","1537.991","4.951004","247.430936","9977"
"ENST00000600109","1974","1774.991","10.455491","603.041924","-2"
"ENST00000389378","3268","3068.991","53.575907","5342.838989","9858"
"ENST00000518977","2200","2000.991","208.263805","13541.471072","-119"
"ENST00000521001","575","376.005","51.850041","633.504073","9952"
"ENST00000377751","1430","1230.991","511.595575","20463.905597","9933"
"ENST00000355417","3451","3251.991","68.145399","7201.000000","10000"
"ENST00000523466","553","354.005","86.932725","1000.000000","9995"
"ENST00000335244","3421","3221.991","0.000000","0.000000","-2"
"ENST00000517945","552","353.005","0.274247","3.145788","9997"
"ENST00000243389","5781","5581.991","0.154851","28.087347","9982"
"ENST00000538026","576","377.005","43.508430","533.000000","9991"
"ENST00000521264","4341","4141.991","270.246520","36372.756172","9987"
"ENST00000520382","466","267.007","98.840574","857.561459","9980"
"ENST00000313115","488","289.007","38.300415","359.682369","-20"
"ENST00000543466","1763","1563.991","72.539176","3686.495950","9933"
"ENST00000506723","2193","1993.991","0.000000","0.000000","-2"
"ENST00000519808","609","410.003","0.000000","0.000000","-30"
"ENST00000425427","4344","4144.991","8.017231","1079.828902","9995"
"ENST00000377661","3778","3578.991","0.371385","43.190921","9992"
"ENST00000377657","4840","4640.991","8.879900","1339.139356","9995"
"ENST00000426761","777","577.998","5.377590","101.000000","9997"
"ENST00000517938","1203","1003.991","0.141756","4.624646","-13"
"ENST00000517568","692","493.001","9.920870","158.929400","9849"
"ENST00000524105","904","704.998","13.147619","301.191061","9864"
"ENST00000519404","945","745.998","0.000000","0.000000","-163"
"ENST00000285873","5397","5197.991","14.428230","2437.000000","10000"
"ENST00000439747","784","584.998","16.840382","320.120605","9991"
"ENST00000420343","1382","1182.991","14.255822","548.000000","9995"
"ENST00000442283","4102","3902.991","72.973698","9254.881238","9941"
"ENST00000435489","1600","1400.991","1.865702","84.934552","9998"
"ENST00000311946","3274","3074.991","2.963036","296.065448","9998"
"ENST00000517374","1847","1647.991","13.230225","708.482209","9988"
"ENST00000257527","6481","6281.991","5.989221","1222.572471","9977"
"ENST00000231198","3107","2907.991","13.260231","1253.000000","10000"
"ENST00000286307","6584","6384.991","1.966495","408.000000","10000"
"ENST00000523908","2346","2146.991","50.394801","3515.789565","-28"
"ENST00000380654","2345","2130.991","0.565877","39.184136","9993"
"ENST00000523301","568","369.005","4.336746","52.000000","9998"
"ENST00000424310","3613","3413.991","24.832591","2754.808113","9978"
"ENST00000296786","2388","2188.991","15.352240","1092.000000","10000"
"ENST00000231238","1467","1267.991","54.139287","2230.671257","9995"
"ENST00000456329","3991","3791.991","3.305475","407.294053","9995"
"ENST00000523662","1819","1619.991","0.000000","0.000000","-5"
"ENST00000393982","663","464.001","6.768118","102.045427","-5"
"ENST00000393964","1070","870.991","194.150350","5494.885693","9989"
"ENST00000517927","2301","2101.991","34.098221","2329.000000","10000"
"ENST00000393929","2366","2166.991","50.660790","3567.270007","9947"
"ENST00000302764","8005","7805.991","24.711208","6268.000000","9998"
"ENST00000358715","2988","2788.991","25.445164","2306.000000","9975"
"ENST00000321757","2103","1903.991","41.592752","2573.294287","9981"
"ENST00000505977","936","736.998","0.000000","0.000000","-12"
"ENST00000520908","4654","4454.991","44.377190","6424.119138","-11"
"ENST00000521416","1599","1399.991","26.334477","1198.000000","9993"
"ENST00000511921","2182","1982.991","0.000000","0.000000","0"
"ENST00000393820","1598","1398.991","1662.727627","75586.269993","9961"
"ENST00000425623","1843","1643.991","9.121256","487.260224","9980"
"ENST00000520476","994","794.998","12.080330","312.069877","9998"
"ENST00000176763","6060","5860.991","39.054770","7437.930123","9998"
"ENST00000393792","3301","3101.991","15.069898","1519.000000","10000"
"ENST00000519643","1394","1194.991","1.957231","76.000000","9998"
"ENST00000239223","2019","1819.991","3.753849","222.000000","10000"
"ENST00000518247","554","355.005","33.945199","391.579666","9983"
"ENST00000519567","501","302.007","29.387072","288.390278","9983"
"ENST00000519239","679","480.001","49.633336","774.144981","9988"
"ENST00000519911","718","519.000","293.157610","4943.967666","9988"
"ENST00000296953","7778","7578.991","1.502392","370.000000","9986"
"ENST00000352523","1143","943.991","18.989743","582.497119","9989"
"ENST00000518455","473","274.007","4.170575","37.133420","9997"
"ENST00000265087","5353","5153.991","2.969002","497.234409","9995"
"ENST00000285908","1286","1086.991","9.341913","329.965560","9988"
"ENST00000334035","6705","6505.991","4.012947","848.367141","9968"
"ENST00000321442","4231","4031.991","20.790661","2723.922767","9986"
"ENST00000432305","453","254.008","4.119304","34.000000","10000"
"ENST00000514861","628","429.002","29.124556","406.000000","9992"
"ENST00000341199","2061","1861.991","5.916959","358.000000","-16"
"ENST00000533553","560","361.005","24.208044","283.975071","9980"
"ENST00000510123","952","752.998","54.187994","1325.879224","9980"
"ENST00000274787","668","469.001","215.877068","3289.932464","9998"
"ENST00000345807","1161","961.991","40.628041","1270.000000","9992"
"ENST00000510730","684","485.001","11.167690","176.000000","10000"
"ENST00000506378","848","648.998","11.095973","234.000000","9997"
"ENST00000261944","4068","3868.991","0.000000","0.000000","-3"
"ENST00000303991","4211","4011.991","2.753769","359.000000","10000"
"ENST00000310112","1383","1183.991","0.000000","0.000000","-2"
"ENST00000508164","2457","2257.991","9.022541","662.000000","9928"
"ENST00000503039","2774","2574.991","4.419794","369.815161","9963"
"ENST00000514472","552","353.005","2.747067","31.510659","9969"
"ENST00000510911","709","510.000","1.296719","21.489341","9977"
"ENST00000513166","594","395.004","0.000000","0.000000","-25"
"ENST00000439151","12892","12692.991","8.347685","3442.999994","9944"
"ENST00000303251","1311","1111.991","26.928038","973.000000","9986"
"ENST00000503853","608","409.003","193.591919","2572.890042","9986"
"ENST00000502529","440","241.009","10.844046","84.924363","9982"
"ENST00000513877","823","623.998","28.160617","570.995246","9984"
"ENST00000514458","616","417.003","30.130711","408.278070","9979"
"ENST00000502560","876","676.998","53.854708","1184.726684","9979"
"ENST00000408923","2415","2215.991","14.854103","1069.599868","9998"
"ENST00000511890","1536","1336.991","54.791679","2380.400132","9998"
"ENST00000253496","2049","1849.991","9.631680","579.000000","9998"
"ENST00000506296","955","755.998","5.178832","127.221200","9974"
"ENST00000355958","1789","1589.991","31.796726","1642.797242","9961"
"ENST00000393576","2792","2592.991","10.572714","890.829193","9962"
"ENST00000507881","993","793.998","2.414494","62.294912","9996"
"ENST00000510492","1285","1085.991","3.860388","136.227246","9993"
"ENST00000292385","3072","2872.991","10.123204","945.059596","9956"
"ENST00000506117","477","278.007","4.739281","42.812985","9984"
"ENST00000393565","2701","2501.991","9.189714","747.127418","9950"
"ENST00000506537","636","437.002","4.842599","68.765272","9981"
"ENST00000505074","931","731.998","7.919787","188.378132","9936"
"ENST00000393546","671","472.001","8.140702","124.856596","9945"
"ENST00000510898","467","268.007","49.146239","428.000000","9943"
"ENST00000507955","2607","2407.991","53.293503","4170.000000","9998"
"ENST00000506432","426","227.010","8.947317","66.000000","9989"
"ENST00000332598","1473","1273.991","132.761910","5496.000000","10000"
"ENST00000507061","410","211.010","1.522212","10.437233","9996"
"ENST00000510761","552","353.005","3.467224","39.771325","9991"
"ENST00000029410","1747","1547.991","5.602121","281.791442","9989"
"ENST00000274605","6080","5880.991","7.053951","1348.000000","10000"
"ENST00000313386","1929","1729.991","14.382939","808.534187","9955"
"ENST00000515098","4066","3866.991","8.513306","1069.740301","9950"
"ENST00000274606","865","665.998","197.313144","4270.080414","9980"
"ENST00000358344","1796","1596.991","67.189797","3486.684809","9946"
"ENST00000506339","1747","1547.991","64.976877","3268.392112","9955"
"ENST00000515193","1595","1395.991","31.331084","1421.231809","9963"
"ENST00000308158","2038","1838.991","4.969294","296.948553","9993"
"ENST00000323594","739","539.999","5.505645","96.606968","9995"
"ENST00000407622","930","730.998","0.000000","0.000000","-2"
"ENST00000316308","2568","2368.991","4.342945","334.314052","9998"
"ENST00000520377","763","563.999","1.878908","34.434271","9996"
"ENST00000520301","2043","1843.991","0.066757","4.000000","-4"
"ENST00000320129","2332","2132.991","0.000000","0.000000","-2"
"ENST00000502434","984","784.998","18.055444","460.557376","9989"
"ENST00000377001","2771","2571.991","3.780702","315.972121","9967"
"ENST00000513225","805","605.998","156.708716","3085.827510","9815"
"ENST00000513246","727","527.999","130.967231","2247.000000","9921"
"ENST00000292599","5723","5523.991","7.643534","1372.000000","10000"
"ENST00000519836","1686","1486.991","32.290233","1560.222053","9928"
"ENST00000376929","2913","2713.991","124.683174","10995.707609","9913"
"ENST00000403396","3576","3376.991","10.923334","1198.649098","9939"
"ENST00000519746","2755","2555.991","19.650634","1632.085137","-22"
"ENST00000455781","4336","4136.991","13.851224","1862.000000","-86"
"ENST00000307826","2761","2561.991","4.065282","338.434969","9893"
"ENST00000502678","693","494.001","40.159944","644.655393","9948"
"ENST00000509921","822","622.998","17.091584","346.000000","9983"
"ENST00000359141","4020","3820.991","0.080475","9.991770","-29"
"ENST00000393319","2320","2120.991","0.420777","29.000000","9995"
"ENST00000515499","914","714.998","2.689965","62.496915","9997"
"ENST00000315073","3637","3437.991","3.214758","359.136835","9995"
"ENST00000351937","2696","2496.991","2.062738","167.366250","9995"
"ENST00000509148","888","688.998","2915.927410","65283.251203","9972"
"ENST00000327767","3467","3267.991","3.078964","326.958312","9998"
"ENST00000604354","1066","866.991","10.720772","302.028189","9919"
"ENST00000513304","1576","1376.991","0.000000","0.000000","-3"
"ENST00000502662","1790","1590.991","0.000000","0.000000","-7"
"ENST00000512994","1611","1411.991","0.801507","36.774463","9993"
"ENST00000338977","4492","4292.991","4.813413","671.459847","9995"
"ENST00000503111","2629","2429.991","0.767948","60.637814","9952"
"ENST00000509768","3121","2921.991","7.209467","684.524429","9945"
"ENST00000310340","3203","3003.991","0.702790","68.601136","9932"
"ENST00000465426","450","251.009","8.582268","70.000000","9995"
"ENST00000304312","365","166.013","587.269381","3168.000000","9998"
"ENST00000511290","781","581.998","10.787017","203.999999","9982"
"ENST00000515118","1556","1356.991","0.000000","0.000000","0"
"ENST00000512249","653","454.002","0.000000","0.000000","0"
"ENST00000521023","3609","3409.991","13.414322","1486.376737","9967"
"ENST00000504062","497","298.007","0.000000","0.000000","0"
"ENST00000314167","4442","4242.991","32.149220","4432.507670","9981"
"ENST00000509508","621","422.003","6.488403","88.973538","9976"
"ENST00000361661","3660","3460.991","0.284540","32.000000","9995"
"ENST00000453894","2251","2051.991","1.001126","66.753060","9977"
"ENST00000264748","3100","2900.991","1.219957","115.000000","-20"
"ENST00000503594","1108","908.991","79.919390","2360.579169","9993"
"ENST00000502558","570","371.005","0.930903","11.222530","-37"
"ENST00000510794","1607","1407.991","27.883987","1275.738405","9902"
"ENST00000507531","2597","2397.991","0.830763","64.733845","9988"
"ENST00000324803","4441","4241.991","1.247819","172.000000","10000"
"ENST00000318386","1635","1435.991","64.726372","3020.228967","9966"
"ENST00000605571","802","602.998","1.582117","31.000000","10000"
"ENST00000303277","2678","2478.991","6.656376","536.191216","9995"
"ENST00000382936","2810","2610.991","4.632406","393.023829","-7"
"ENST00000493975","825","625.998","30.212445","614.562339","9988"
"ENST00000470136","650","451.002","5.292463","77.561016","9998"
"ENST00000313288","2781","2581.991","17.907605","1502.446987","9984"
"ENST00000302787","5462","5262.991","14.109699","2413.000000","10000"
"ENST00000507820","528","329.007","24.413440","261.000000","9996"
"ENST00000542778","2012","1812.991","13.283842","782.575537","9966"
"ENST00000431323","888","688.998","1.780598","39.864924","9969"
"ENST00000409860","477","278.007","16.604592","150.000000","9997"
"ENST00000423729","5870","5670.991","0.000000","0.000000","-2"
"ENST00000331662","5571","5371.991","0.091660","16.000000","-2"
"ENST00000506763","3166","2966.991","4.176003","402.609484","9974"
"ENST00000511885","3253","3053.991","0.000000","0.000000","-10"
"ENST00000243706","5620","5400.991","1.655341","290.514604","9986"
"ENST00000502440","574","375.005","0.000000","0.000000","-16"
"ENST00000337190","4056","3856.991","11.705084","1467.000000","10000"
"ENST00000508471","3828","3628.991","0.602096","71.000000","9991"
"ENST00000509258","893","693.998","14.066716","317.218139","9951"
"ENST00000506706","2098","1898.991","17.727770","1093.915894","9935"
"ENST00000509050","503","304.007","10.265066","101.403420","9994"
"ENST00000324666","4846","4646.991","0.252866","38.182988","9974"
"ENST00000503235","1653","1453.991","32.295805","1525.860081","9995"
